oss,xdate,SITE_ID,yesterdayName,todayName,cellname,MRBTS,lnbts,LNCEL,earfcnDL,dlchbw,pMax,remark
SMT,2019-09-04,05KIS069,L_SIPARE_PARE1,L_SIPARE_PARE1_O_XYX,L_SIPARE_PARE1_O_XYX,51480,51480,1,1625,150,448,newXYX
SMT,2019-09-04,05KIS069,L_SIPARE_PARE2,L_SIPARE_PARE2_O_XYX,L_SIPARE_PARE2_O_XYX,51480,51480,2,1625,150,448,newXYX
SMT,2019-09-04,05KIS069,L_SIPARE_PARE3,L_SIPARE_PARE3_O_XYX,L_SIPARE_PARE3_O_XYX,51480,51480,3,1625,150,448,newXYX
SMT,2019-09-04,05LBP198,L_NAMORIH1_O_XXX,L_NAMORIH1_O_XYX,L_NAMORIH1_O_XYX,51482,51482,1,1625,200,460,newXYX
SMT,2019-09-04,05LBP198,L_NAMORIH2_O_XXX,L_NAMORIH2_O_XYX,L_NAMORIH2_O_XYX,51482,51482,2,1625,200,460,newXYX
SMT,2019-09-04,05LBP198,L_NAMORIH3_O_XXX,L_NAMORIH3_O_XYX,L_NAMORIH3_O_XYX,51482,51482,3,1625,200,460,newXYX
SMT,2019-09-04,05RAP067,L_KEBUN_LONDUT1,L_KEBUN_LONDUT1_O_XYX,L_KEBUN_LONDUT1_O_XYX,51488,51488,1,1625,150,448,newXYX
SMT,2019-09-04,05RAP067,L_KEBUN_LONDUT2,L_KEBUN_LONDUT2_O_XYX,L_KEBUN_LONDUT2_O_XYX,51488,51488,2,1625,150,448,newXYX
SMT,2019-09-04,05RAP067,L_KEBUN_LONDUT3,L_KEBUN_LONDUT3_O_XYX,L_KEBUN_LONDUT3_O_XYX,51488,51488,3,1625,150,448,newXYX
SMT,2019-09-04,05MDN257,L_PERUM_SIMALINGKAR_TB1,L_PERUM_SIMALINGKAR_TB1_O_XYX,L_PERUM_SIMALINGKAR_TB1_O_XYX,51498,51498,1,1625,150,448,newXYX
SMT,2019-09-04,05MDN257,L_PERUM_SIMALINGKAR_TB2,L_PERUM_SIMALINGKAR_TB2_O_XYX,L_PERUM_SIMALINGKAR_TB2_O_XYX,51498,51498,2,1625,150,448,newXYX
SMT,2019-09-04,05MDN257,L_PERUM_SIMALINGKAR_TB3_O_XXX,L_PERUM_SIMALINGKAR_TB3_O_XYX,L_PERUM_SIMALINGKAR_TB3_O_XYX,51498,51498,3,1625,150,448,newXYX
SMT,2019-09-04,05KIS074,L_KEDAI_LEDANG1,L_KEDAI_LEDANG1_O_XYX,L_KEDAI_LEDANG1_O_XYX,51499,51499,1,1625,150,448,newXYX
SMT,2019-09-04,05KIS074,L_KEDAI_LEDANG2,L_KEDAI_LEDANG2_O_XYX,L_KEDAI_LEDANG2_O_XYX,51499,51499,2,1625,150,448,newXYX
SMT,2019-09-04,05KIS074,L_KEDAI_LEDANG3,L_KEDAI_LEDANG3_O_XYX,L_KEDAI_LEDANG3_O_XYX,51499,51499,3,1625,150,448,newXYX
SMT,2019-09-04,05LBP200,L_SAMPALI1,L_SAMPALI1_O_XYX,L_SAMPALI1_O_XYX,51501,51501,1,1625,150,448,newXYX
SMT,2019-09-04,05LBP200,L_SAMPALI2,L_SAMPALI2_O_XYX,L_SAMPALI2_O_XYX,51501,51501,2,1625,150,448,newXYX
SMT,2019-09-04,05LBP200,L_SAMPALI3,L_SAMPALI3_O_XYX,L_SAMPALI3_O_XYX,51501,51501,3,1625,150,448,newXYX
SMT,2019-09-04,05LBP203,L_UINSU_ST1,L_UINSU_ST1_O_XYX,L_UINSU_ST1_O_XYX,51502,51502,1,1625,200,460,newXYX
SMT,2019-09-04,05LBP203,L_UINSU_ST2,L_UINSU_ST2_O_XYX,L_UINSU_ST2_O_XYX,51502,51502,2,1625,200,460,newXYX
SMT,2019-09-04,05LBP203,L_UINSU_ST3,L_UINSU_ST3_O_XYX,L_UINSU_ST3_O_XYX,51502,51502,3,1625,200,460,newXYX
SMT,2019-09-04,05RAP069,L_AIK_PAING_TENGAH1,L_AIK_PAING_TENGAH1_O_XYX,L_AIK_PAING_TENGAH1_O_XYX,51503,51503,1,1625,150,448,newXYX
SMT,2019-09-04,05RAP069,L_AIK_PAING_TENGAH2,L_AIK_PAING_TENGAH2_O_XYX,L_AIK_PAING_TENGAH2_O_XYX,51503,51503,2,1625,150,448,newXYX
SMT,2019-09-04,05RAP069,L_AIK_PAING_TENGAH3,L_AIK_PAING_TENGAH3_O_XYX,L_AIK_PAING_TENGAH3_O_XYX,51503,51503,3,1625,150,448,newXYX
SMT,2019-09-04,05MDN139,L_JLGAHARU1,L_JLGAHARU1_O_XYX,L_JLGAHARU1_O_XYX,51504,51504,1,1625,150,448,newXYX
SMT,2019-09-04,05MDN139,L_JLGAHARU2,L_JLGAHARU2_O_XYX,L_JLGAHARU2_O_XYX,51504,51504,2,1625,150,448,newXYX
SMT,2019-09-04,05MDN139,L_JLGAHARU3,L_JLGAHARU3_O_XYX,L_JLGAHARU3_O_XYX,51504,51504,3,1625,150,448,newXYX
SMT,2019-09-04,05LBP202,L_PEMATANG_JOHAR_TB1,L_PEMATANG_JOHAR_TB1_O_XYX,L_PEMATANG_JOHAR_TB1_O_XYX,51505,51505,1,1625,200,460,newXYX
SMT,2019-09-04,05LBP202,L_PEMATANG_JOHAR_TB2,L_PEMATANG_JOHAR_TB2_O_XYX,L_PEMATANG_JOHAR_TB2_O_XYX,51505,51505,2,1625,200,460,newXYX
SMT,2019-09-04,05LBP202,L_PEMATANG_JOHAR_TB3,L_PEMATANG_JOHAR_TB3_O_XYX,L_PEMATANG_JOHAR_TB3_O_XYX,51505,51505,3,1625,200,460,newXYX
SMT,2019-09-04,05LBP204,L_DUSUN17_TBAYAN1,L_DUSUN17_TBAYAN1_O_XYX,L_DUSUN17_TBAYAN1_O_XYX,51506,51506,1,1625,150,448,newXYX
SMT,2019-09-04,05LBP204,L_DUSUN17_TBAYAN2,L_DUSUN17_TBAYAN2_O_XYX,L_DUSUN17_TBAYAN2_O_XYX,51506,51506,2,1625,150,448,newXYX
SMT,2019-09-04,05LBP204,L_DUSUN17_TBAYAN3,L_DUSUN17_TBAYAN3_O_XYX,L_DUSUN17_TBAYAN3_O_XYX,51506,51506,3,1625,150,448,newXYX
SMT,2019-09-04,05LBP201,L_TG_GARBUS_SATU1,L_TG_GARBUS_SATU1_O_XYX,L_TG_GARBUS_SATU1_O_XYX,51507,51507,1,1625,150,448,newXYX
SMT,2019-09-04,05LBP201,L_TG_GARBUS_SATU2,L_TG_GARBUS_SATU2_O_XYX,L_TG_GARBUS_SATU2_O_XYX,51507,51507,2,1625,150,448,newXYX
SMT,2019-09-04,05LBP201,L_TG_GARBUS_SATU3,L_TG_GARBUS_SATU3_O_XYX,L_TG_GARBUS_SATU3_O_XYX,51507,51507,3,1625,150,448,newXYX
SMT,2019-09-04,05STB078,L_CINTA_RAJA_CM1,L_CINTA_RAJA_CM1_O_XYX,L_CINTA_RAJA_CM1,51508,51508,1,1625,200,460,newXYX
SMT,2019-09-04,05STB078,L_CINTA_RAJA_CM2,L_CINTA_RAJA_CM2_O_XYX,L_CINTA_RAJA_CM2,51508,51508,2,1625,200,460,newXYX
SMT,2019-09-04,05STB078,L_CINTA_RAJA_CM3,L_CINTA_RAJA_CM3_O_XYX,L_CINTA_RAJA_CM3,51508,51508,3,1625,200,460,newXYX
SMT,2019-09-04,05PMR074,L_BAH_SORMA1,L_BAH_SORMA1_O_XYX,L_BAH_SORMA1,51513,51513,1,1625,150,448,newXYX
SMT,2019-09-04,05PMR074,L_BAH_SORMA2,L_BAH_SORMA2_O_XYX,L_BAH_SORMA2,51513,51513,2,1625,150,448,newXYX
SMT,2019-09-04,05PMR074,L_BAH_SORMA3,L_BAH_SORMA3_O_XYX,L_BAH_SORMA3,51513,51513,3,1625,150,448,newXYX
SMT,2019-09-04,05LBP051,E_TAMPAK_BAYAN_ST1,E_TAMPAK_BAYAN_ST1_O_XYX,E_TAMPAK_BAYAN_ST1_O_XYX,51671,51671,1,500,100,430,newXYX
SMT,2019-09-04,05LBP051,E_TAMPAK_BAYAN_ST2,E_TAMPAK_BAYAN_ST2_O_XYX,E_TAMPAK_BAYAN_ST2_O_XYX,51671,51671,2,500,100,430,newXYX
SMT,2019-09-04,05LBP051,E_TAMPAK_BAYAN_ST3,E_TAMPAK_BAYAN_ST3_O_XYX,E_TAMPAK_BAYAN_ST3_O_XYX,51671,51671,3,500,100,430,newXYX
SMT,2019-09-04,07TJG004,T_PINANG_BTM1,T_PINANG_BTM1_O_XYX,T_PINANG_BTM1_O_XYX,52066,52066,4,3676,50,430,newXYX
SMT,2019-09-04,07TJG004,T_PINANG_BTM2,T_PINANG_BTM2_O_XYX,T_PINANG_BTM2_O_XYX,52066,52066,5,3676,50,430,newXYX
SMT,2019-09-04,07TJG004,T_PINANG_BTM3,T_PINANG_BTM3_O_XYX,T_PINANG_BTM3_O_XYX,52066,52066,6,3676,50,430,newXYX
SMT,2019-09-04,06PBR030,E_SPGBINGUNG1,E_SPGBINGUNG1_O_XYX,E_SPGBINGUNG1_O_XYX,53320,53320,1,500,100,430,newXYX
SMT,2019-09-04,06PBR030,E_SPGBINGUNG2,E_SPGBINGUNG2_O_XYX,E_SPGBINGUNG2_O_XYX,53320,53320,2,500,100,430,newXYX
SMT,2019-09-04,06PBR030,E_SPGBINGUNG3,E_SPGBINGUNG3_O_XYX,E_SPGBINGUNG3_O_XYX,53320,53320,3,500,100,430,newXYX
SMT,2019-09-04,04SKL004,T_RIMO_SINGKIL1,T_RIMO_SINGKIL1_O_XYX,T_RIMO_SINGKIL1_O_XYX,54200,54200,1,3676,50,430,newXYX
SMT,2019-09-04,04SKL004,T_RIMO_SINGKIL2,T_RIMO_SINGKIL2_O_XYX,T_RIMO_SINGKIL2_O_XYX,54200,54200,2,3676,50,430,newXYX
SMT,2019-09-04,04SKL004,T_RIMO_SINGKIL3,T_RIMO_SINGKIL3_O_XYX,T_RIMO_SINGKIL3_O_XYX,54200,54200,3,3676,50,430,newXYX
SMT,2019-09-04,05TJB003,E_DS_GADING1,E_DS_GADING1_O_XYX,E_DS_GADING1,55190,55190,1,476,50,430,newXYX
SMT,2019-09-04,05TJB003,E_DS_GADING2,E_DS_GADING2_O_XYX,E_DS_GADING2,55190,55190,2,476,50,430,newXYX
SMT,2019-09-04,05TJB003,E_DS_GADING3,E_DS_GADING3_O_XYX,E_DS_GADING3,55190,55190,3,476,50,430,newXYX
SMT,2019-09-04,05MDN302,E_DS_TERJUN1_O_XXX,E_DS_TERJUN1_O_XYX,E_DS_TERJUN1_O_XYX,55193,55193,1,500,100,430,newXYX
SMT,2019-09-04,05MDN302,E_DS_TERJUN2_O_XXX,E_DS_TERJUN2_O_XYX,E_DS_TERJUN2_O_XYX,55193,55193,2,500,100,430,newXYX
SMT,2019-09-04,05MDN302,E_DS_TERJUN3_O_XXX,E_DS_TERJUN3_O_XYX,E_DS_TERJUN3_O_XYX,55193,55193,3,500,100,430,newXYX
SMT,2019-09-04,05LBP174,E_JOHOR_DELI1_O_XXX,E_JOHOR_DELI1_O_XYX,E_JOHOR_DELI1_O_XYX,55196,55196,1,500,100,430,newXYX
SMT,2019-09-04,05LBP174,E_JOHOR_DELI2_O_XXX,E_JOHOR_DELI2_O_XYX,E_JOHOR_DELI2_O_XYX,55196,55196,2,500,100,430,newXYX
SMT,2019-09-04,05LBP174,E_JOHOR_DELI3_O_XXX,E_JOHOR_DELI3_O_XYX,E_JOHOR_DELI3_O_XYX,55196,55196,3,500,100,430,newXYX
SMT,2019-09-04,05LBP145,E_DALU 10 B1_O_XXX,E_DALU 10 B1_O_XYX,E_DALU 10 B1_O_XYX,55200,55200,1,476,50,430,newXYX
SMT,2019-09-04,05LBP145,E_DALU 10 B2_O_XXX,E_DALU 10 B2_O_XYX,E_DALU 10 B2_O_XYX,55200,55200,2,476,50,430,newXYX
SMT,2019-09-04,05LBP145,E_DALU 10 B3_O_XXX,E_DALU 10 B3_O_XYX,E_DALU 10 B3_O_XYX,55200,55200,3,476,50,430,newXYX
SMT,2019-09-04,05STB023,E_PAYA JAMBU1,E_PAYA JAMBU1_O_XYX,E_PAYA JAMBU1,55207,55207,1,500,100,430,newXYX
SMT,2019-09-04,05STB023,E_PAYA JAMBU2,E_PAYA JAMBU2_O_XYX,E_PAYA JAMBU2,55207,55207,2,500,100,430,newXYX
SMT,2019-09-04,05STB023,E_PAYA JAMBU3,E_PAYA JAMBU3_O_XYX,E_PAYA JAMBU3,55207,55207,3,500,100,430,newXYX
SMT,2019-09-04,05STB025,E_PSR4 KWALA MENCIRIM1_O_XXX,E_PSR4 KWALA MENCIRIM1_O_XYX,E_PSR4 KWALA MENCIRIM1,55210,55210,1,500,100,430,newXYX
SMT,2019-09-04,05STB025,E_PSR4 KWALA MENCIRIM2_O_XXX,E_PSR4 KWALA MENCIRIM2_O_XYX,E_PSR4 KWALA MENCIRIM2,55210,55210,2,500,100,430,newXYX
SMT,2019-09-04,05STB025,E_PSR4 KWALA MENCIRIM3_O_XXX,E_PSR4 KWALA MENCIRIM3_O_XYX,E_PSR4 KWALA MENCIRIM3,55210,55210,3,500,100,430,newXYX
SMT,2019-09-04,05PMR023,E_JL_DESAINDAH1_O_XXX,E_JL_DESAINDAH1_O_XYX,E_JL_DESAINDAH1_O_XYX,55213,55213,1,476,50,430,newXYX
SMT,2019-09-04,05PMR023,E_JL_DESAINDAH2_O_XXX,E_JL_DESAINDAH2_O_XYX,E_JL_DESAINDAH2_O_XYX,55213,55213,2,476,50,430,newXYX
SMT,2019-09-04,05PMR023,E_JL_DESAINDAH3_O_XXX,E_JL_DESAINDAH3_O_XYX,E_JL_DESAINDAH3_O_XYX,55213,55213,3,476,50,430,newXYX
SMT,2019-09-04,05LBP173,E_KUIS_MORAWA1_O_XXX,E_KUIS_MORAWA1_O_XYX,E_KUIS_MORAWA1,55216,55216,1,476,50,430,newXYX
SMT,2019-09-04,05LBP173,E_KUIS_MORAWA2_O_XXX,E_KUIS_MORAWA2_O_XYX,E_KUIS_MORAWA2,55216,55216,2,476,50,430,newXYX
SMT,2019-09-04,05LBP173,E_KUIS_MORAWA3_O_XXX,E_KUIS_MORAWA3_O_XYX,E_KUIS_MORAWA3,55216,55216,3,476,50,430,newXYX
SMT,2019-09-04,05PMR026,E_RAMBUNG MERAH1,E_RAMBUNG MERAH1_O_XYX,E_RAMBUNG MERAH1_O_XYX,55220,55220,1,476,50,430,newXYX
SMT,2019-09-04,05PMR026,E_RAMBUNG MERAH2,E_RAMBUNG MERAH2_O_XYX,E_RAMBUNG MERAH2_O_XYX,55220,55220,2,476,50,430,newXYX
SMT,2019-09-04,05PMR026,E_RAMBUNG MERAH3,E_RAMBUNG MERAH3_O_XYX,E_RAMBUNG MERAH3_O_XYX,55220,55220,3,476,50,430,newXYX
SMT,2019-09-04,05MDN370,E_LAB DELI1,E_LAB DELI1_O_XYX,E_LAB DELI1_O_XYX,55221,55221,1,500,100,430,newXYX
SMT,2019-09-04,05MDN370,E_LAB DELI2,E_LAB DELI2_O_XYX,E_LAB DELI2_O_XYX,55221,55221,2,500,100,430,newXYX
SMT,2019-09-04,05MDN370,E_LAB DELI3,E_LAB DELI3_O_XYX,E_LAB DELI3_O_XYX,55221,55221,3,500,100,430,newXYX
SMT,2019-09-04,05LBP150,E_MEDAN SENEMBAH1,E_MEDAN SENEMBAH1_O_XYX,E_MEDAN SENEMBAH1_O_XYX,55222,55222,1,476,50,430,newXYX
SMT,2019-09-04,05LBP150,E_MEDAN SENEMBAH2,E_MEDAN SENEMBAH2_O_XYX,E_MEDAN SENEMBAH2_O_XYX,55222,55222,2,476,50,430,newXYX
SMT,2019-09-04,05LBP150,E_MEDAN SENEMBAH3,E_MEDAN SENEMBAH3_O_XYX,E_MEDAN SENEMBAH3_O_XYX,55222,55222,3,476,50,430,newXYX
SMT,2019-09-04,05TJB006,E_DS_KAPIAS1_O_XXX,E_DS_KAPIAS1_O_XYX,E_DS_KAPIAS1_O_XYX,55239,55239,1,476,50,430,newXYX
SMT,2019-09-04,05TJB006,E_DS_KAPIAS2_O_XXX,E_DS_KAPIAS2_O_XYX,E_DS_KAPIAS2_O_XYX,55239,55239,2,476,50,430,newXYX
SMT,2019-09-04,05TJB006,E_DS_KAPIAS3_O_XXX,E_DS_KAPIAS3_O_XYX,E_DS_KAPIAS3_O_XYX,55239,55239,3,476,50,430,newXYX
SMT,2019-09-04,05STB072,E_DALAN_NAMAN1_O_XXX,E_DALAN_NAMAN1_O_XYX,E_DALAN_NAMAN1_O_XXX,55286,55286,1,500,100,430,newXYX
SMT,2019-09-04,05STB072,E_DALAN_NAMAN2_O_XXX,E_DALAN_NAMAN2_O_XYX,E_DALAN_NAMAN2_O_XXX,55286,55286,2,500,100,430,newXYX
SMT,2019-09-04,05STB072,E_DALAN_NAMAN3_O_XXX,E_DALAN_NAMAN3_O_XYX,E_DALAN_NAMAN3_O_XXX,55286,55286,3,500,100,430,newXYX
SMT,2019-09-04,05KIS026,E_DS_MUTIARA1_O_XXX,E_DS_MUTIARA1_O_XYX,E_DS_MUTIARA1,55350,55350,1,476,50,430,newXYX
SMT,2019-09-04,05KIS026,E_DS_MUTIARA2_O_XXX,E_DS_MUTIARA2_O_XYX,E_DS_MUTIARA2,55350,55350,2,476,50,430,newXYX
SMT,2019-09-04,05KIS026,E_DS_MUTIARA3_O_XXX,E_DS_MUTIARA3_O_XYX,E_DS_MUTIARA3,55350,55350,3,476,50,430,newXYX
SMT,2019-09-04,05BJI010,E_JATI_MAKMUR_BJI1_O_XXX,E_JATI_MAKMUR_BJI1_O_XYX,E_JATI_MAKMUR_BJI1_O_XYX,55355,55355,1,476,50,430,newXYX
SMT,2019-09-04,05BJI010,E_JATI_MAKMUR_BJI2_O_XXX,E_JATI_MAKMUR_BJI2_O_XYX,E_JATI_MAKMUR_BJI2_O_XYX,55355,55355,2,476,50,430,newXYX
SMT,2019-09-04,05BJI010,E_JATI_MAKMUR_BJI3_O_XXX,E_JATI_MAKMUR_BJI3_O_XYX,E_JATI_MAKMUR_BJI3_O_XYX,55355,55355,3,476,50,430,newXYX
SS,2019-09-04,11PLG094,E_KINGKING1,E_KINGKING1_O_XYX,E_KINGKING1_O_XYX,61433,61433,1,500,100,430,newXYX
SS,2019-09-04,11PLG094,E_KINGKING2,E_KINGKING2_O_XYX,E_KINGKING2_O_XYX,61433,61433,2,500,100,430,newXYX
SS,2019-09-04,11PLG094,E_KINGKING3,E_KINGKING3_O_XYX,E_KINGKING3_O_XYX,61433,61433,3,500,100,430,newXYX
SS,2019-09-04,13TJK092,E_TANJUNG_BARU_PS1,E_TANJUNG_BARU_PS1_O_XYX,E_TANJUNG_BARU_PS1_O_XYX,62311,62311,1,500,100,430,newXYX
SS,2019-09-04,13TJK092,E_TANJUNG_BARU_PS2,E_TANJUNG_BARU_PS2_O_XYX,E_TANJUNG_BARU_PS2_O_XYX,62311,62311,2,500,100,430,newXYX
SS,2019-09-04,13TJK092,E_TANJUNG_BARU_PS3,E_TANJUNG_BARU_PS3_O_XYX,E_TANJUNG_BARU_PS3_O_XYX,62311,62311,3,500,100,430,newXYX
SS,2019-09-04,13TJK083,E_ANTASARI_LSP1,E_ANTASARI_LSP1_O_XYX,E_ANTASARI_LSP1_O_XYX,62391,62391,1,500,100,430,newXYX
SS,2019-09-04,13TJK083,E_ANTASARI_LSP2,E_ANTASARI_LSP2_O_XYX,E_ANTASARI_LSP2_O_XYX,62391,62391,2,500,100,430,newXYX
SS,2019-09-04,13TJK083,E_ANTASARI_LSP3,E_ANTASARI_LSP3_O_XYX,E_ANTASARI_LSP3_O_XYX,62391,62391,3,500,100,430,newXYX
JAV,2019-09-04,14KLT169,L_SABRANG_KLT_IB1_O_XXX,L_SABRANG_KLT_IB1,L_SABRANG_KLT_IB1,31524,31524,1,1625,200,460,removalXXX
JAV,2019-09-04,14KLT169,L_SABRANG_KLT_IB2_O_XXX,L_SABRANG_KLT_IB2,L_SABRANG_KLT_IB2,31524,31524,2,1625,200,460,removalXXX
JAV,2019-09-04,14KLT169,L_SABRANG_KLT_IB3_O_XXX,L_SABRANG_KLT_IB3,L_SABRANG_KLT_IB3,31524,31524,3,1625,200,460,removalXXX
JAV,2019-09-04,14KLT169,E_SABRANG_KLT_IB1_O_XXX,E_SABRANG_KLT_IB1,E_SABRANG_KLT_IB1,32924,32924,1,476,50,430,removalXXX
JAV,2019-09-04,14KLT169,E_SABRANG_KLT_IB2_O_XXX,E_SABRANG_KLT_IB2,E_SABRANG_KLT_IB2,32924,32924,2,476,50,430,removalXXX
JAV,2019-09-04,14KLT169,E_SABRANG_KLT_IB3_O_XXX,E_SABRANG_KLT_IB3,E_SABRANG_KLT_IB3,32924,32924,3,476,50,430,removalXXX
KLM,2019-09-04,19SMR129,L_ASSA_AADAH_SMR_PL1_O_XXX,L_ASSA_AADAH_SMR_PL1,L_ASSA_AADAH_SMR_PL1,70110,70110,1,1625,200,430,removalXXX
KLM,2019-09-04,19SMR129,L_ASSA_AADAH_SMR_PL2_O_XXX,L_ASSA_AADAH_SMR_PL2,L_ASSA_AADAH_SMR_PL2,70110,70110,2,1625,200,460,removalXXX
KLM,2019-09-04,19SMR129,L_ASSA_AADAH_SMR_PL3_O_XXX,L_ASSA_AADAH_SMR_PL3,L_ASSA_AADAH_SMR_PL3,70110,70110,3,1625,200,460,removalXXX
KLM,2019-09-04,19SMR129,T_ASSA_AADAH_SMR_PL1_O_XXX,T_ASSA_AADAH_SMR_PL1,T_ASSA_AADAH_SMR_PL1,70110,70110,4,3676,50,430,removalXXX
KLM,2019-09-04,19SMR129,T_ASSA_AADAH_SMR_PL2_O_XXX,T_ASSA_AADAH_SMR_PL2,T_ASSA_AADAH_SMR_PL2,70110,70110,5,3676,50,430,removalXXX
KLM,2019-09-04,19SMR129,T_ASSA_AADAH_SMR_PL3_O_XXX,T_ASSA_AADAH_SMR_PL3,T_ASSA_AADAH_SMR_PL3,70110,70110,6,3676,50,430,removalXXX
KLM,2019-09-04,19TRG132,L_JAWA_TRG_ST1_O_XXX,L_JAWA_TRG_ST1,L_JAWA_TRG_ST1,70174,70174,1,1625,150,448,removalXXX
KLM,2019-09-04,19TRG132,L_JAWA_TRG_ST2_XXX,L_JAWA_TRG_ST2,L_JAWA_TRG_ST2,70174,70174,2,1625,150,448,removalXXX
KLM,2019-09-04,19TRG132,L_JAWA_TRG_ST3_O_XXX,L_JAWA_TRG_ST3,L_JAWA_TRG_ST3,70174,70174,3,1625,150,448,removalXXX
KLM,2019-09-04,19TRG132,T_JAWA_TRG_ST1_XXX,T_JAWA_TRG_ST1,T_JAWA_TRG_ST1,70174,70174,4,3676,50,430,removalXXX
KLM,2019-09-04,19TRG132,T_JAWA_TRG_ST2_XXX,T_JAWA_TRG_ST2,T_JAWA_TRG_ST2,70174,70174,5,3676,50,430,removalXXX
KLM,2019-09-04,19TRG132,T_JAWA_TRG_ST3_O_XXX,T_JAWA_TRG_ST3,T_JAWA_TRG_ST3,70174,70174,6,3676,50,430,removalXXX
KLM,2019-09-04,19SMR129,E_ASSA_AADAH_SMR_PL1_O_XXX,E_ASSA_AADAH_SMR_PL1,E_ASSA_AADAH_SMR_PL1,70610,70610,1,476,50,430,removalXXX
KLM,2019-09-04,19SMR129,E_ASSA_AADAH_SMR_PL2_O_XXX,E_ASSA_AADAH_SMR_PL2,E_ASSA_AADAH_SMR_PL2,70610,70610,2,476,50,430,removalXXX
KLM,2019-09-04,19SMR129,E_ASSA_AADAH_SMR_PL3_O_XXX,E_ASSA_AADAH_SMR_PL3,E_ASSA_AADAH_SMR_PL3,70610,70610,3,476,50,430,removalXXX
KLM,2019-09-04,17KBA056,L_TELUK_GOSONG_KBA_ST1_O_XXX,L_TELUK_GOSONG_KBA_ST1,L_TELUK_GOSONG_KBA_ST1,72142,72142,1,1625,150,448,removalXXX
KLM,2019-09-04,17KBA056,L_TELUK_GOSONG_KBA_ST2_XXX,L_TELUK_GOSONG_KBA_ST2,L_TELUK_GOSONG_KBA_ST2,72142,72142,2,1625,150,448,removalXXX
KLM,2019-09-04,17KBA056,L_TELUK_GOSONG_KBA_ST3_XXX,L_TELUK_GOSONG_KBA_ST3,L_TELUK_GOSONG_KBA_ST3,72142,72142,3,1625,150,448,removalXXX
KLM,2019-09-04,17KBA056,T_TELUK_GOSONG_KBA_ST1_O_XXX,T_TELUK_GOSONG_KBA_ST1,T_TELUK_GOSONG_KBA_ST1,72142,72142,4,3676,50,430,removalXXX
KLM,2019-09-04,17KBA056,T_TELUK_GOSONG_KBA_ST2_XXX,T_TELUK_GOSONG_KBA_ST2,T_TELUK_GOSONG_KBA_ST2,72142,72142,5,3676,50,430,removalXXX
KLM,2019-09-04,17KBA056,T_TELUK_GOSONG_KBA_ST3_XXX,T_TELUK_GOSONG_KBA_ST3,T_TELUK_GOSONG_KBA_ST3,72142,72142,6,3676,50,430,removalXXX
KLM,2019-09-04,17BLC038,L_BATU_MERANTI_BLC_MT1_O_XXX,L_BATU_MERANTI_BLC_MT1,L_BATU_MERANTI_BLC_MT1,72157,72157,1,1625,150,448,removalXXX
KLM,2019-09-04,17BLC038,L_BATU_MERANTI_BLC_MT2_O_XXX,L_BATU_MERANTI_BLC_MT2,L_BATU_MERANTI_BLC_MT2,72157,72157,2,1625,150,448,removalXXX
KLM,2019-09-04,17BLC038,L_BATU_MERANTI_BLC_MT3_O_XXX,L_BATU_MERANTI_BLC_MT3,L_BATU_MERANTI_BLC_MT3,72157,72157,3,1625,150,448,removalXXX
KLM,2019-09-04,17BLC038,T_BATU_MERANTI_BLC_MT1_O_XXX,T_BATU_MERANTI_BLC_MT1,T_BATU_MERANTI_BLC_MT1,72157,72157,4,3676,50,430,removalXXX
KLM,2019-09-04,17BLC038,T_BATU_MERANTI_BLC_MT2_O_XXX,T_BATU_MERANTI_BLC_MT2,T_BATU_MERANTI_BLC_MT2,72157,72157,5,3676,50,430,removalXXX
KLM,2019-09-04,17BLC038,T_BATU_MERANTI_BLC_MT3_O_XXX,T_BATU_MERANTI_BLC_MT3,T_BATU_MERANTI_BLC_MT3,72157,72157,6,3676,50,430,removalXXX
